,Unnamed: 0,일시,품목,소매일일가격,평균기온(°C),최저기온(°C),최고기온(°C),최소 상대습도(%),평균 상대습도(%),최대 풍속(m/s),평균 풍속(m/s),합계 일사량(MJ/m2),합계 일조시간(hr),평균 지면온도(°C),연도,월,일,수출(kg),수출(달러),수입(kg),수입(달러),소비자물가총지수,인플레이션 반영가,직전 1달 수출(달러),직전 1달 수입(달러),직전 1달 평균기온(°C),직전 1달 평균 상대습도(%),직전 1달 합계 일사량(MJ/m2),직전 1달 평균 풍속(m/s),직전 1달 최대 풍속(m/s),직전 1달 최고기온(°C),직전 1달 최저기온(°C),직전 1달 평균 지면온도(°C),직전 2달 수출(달러),직전 2달 수입(달러),직전 2달 평균기온(°C),직전 2달 평균 상대습도(%),직전 2달 합계 일사량(MJ/m2),직전 2달 평균 풍속(m/s),직전 2달 최대 풍속(m/s),직전 2달 최고기온(°C),직전 2달 최저기온(°C),직전 2달 평균 지면온도(°C),직전 3달 수출(달러),직전 3달 수입(달러),직전 3달 평균기온(°C),직전 3달 평균 상대습도(%),직전 3달 합계 일사량(MJ/m2),직전 3달 평균 풍속(m/s),직전 3달 최대 풍속(m/s),직전 3달 최고기온(°C),직전 3달 최저기온(°C),직전 3달 평균 지면온도(°C),직전 4달 수출(달러),직전 4달 수입(달러),직전 4달 평균기온(°C),직전 4달 평균 상대습도(%),직전 4달 합계 일사량(MJ/m2),직전 4달 평균 풍속(m/s),직전 4달 최대 풍속(m/s),직전 4달 최고기온(°C),직전 4달 최저기온(°C),직전 4달 평균 지면온도(°C),직전 5달 수출(달러),직전 5달 수입(달러),직전 5달 평균기온(°C),직전 5달 평균 상대습도(%),직전 5달 합계 일사량(MJ/m2),직전 5달 평균 풍속(m/s),직전 5달 최대 풍속(m/s),직전 5달 최고기온(°C),직전 5달 최저기온(°C),직전 5달 평균 지면온도(°C),직전 6달 수출(달러),직전 6달 수입(달러),직전 6달 평균기온(°C),직전 6달 평균 상대습도(%),직전 6달 합계 일사량(MJ/m2),직전 6달 평균 풍속(m/s),직전 6달 최대 풍속(m/s),직전 6달 최고기온(°C),직전 6달 최저기온(°C),직전 6달 평균 지면온도(°C),가격
278,278,2000-12-15,배추,1040,6.464,-0.0279999999999999,12.12,46.10666666666667,67.21733333333333,6.870666666666666,2.7093333333333334,7.380454545454546,5.096,4.97948717948718,2000,12,15,56835.0,42885,0.0,0,63.2,16.455696202531644,38978.7,816.0,4.625103448275862,63.28873563218392,237.33318181818183,2.072229885057471,8.221333333333334,16.213333333333335,-8.628,4.96763925729443,40695.4,7787.066666666667,11.100666666666664,66.39875555555555,289.50454545454545,1.8302666666666672,7.284,21.46933333333333,-0.0533333333333332,12.342393162393163,34676.7,6631.0,17.183310344827582,70.86229885057472,393.7331818181818,1.701241379310345,7.702666666666667,26.610666666666667,0.0,19.53722811671087,26536.066666666666,102.66666666666669,22.593666666666667,78.75338095238097,311.08545454545464,2.198142857142857,7.202666666666667,31.512,0.0,24.588035714285716,26998.333333333336,117.33333333333331,25.683353216374265,76.7487269005848,498.34590909090906,1.8866771929824564,8.026666666666667,32.7,0.0,29.18093348819203,24229.033333333333,1113.6666666666667,23.90827586206896,76.97452873563219,456.48757575757566,1.89232183908046,7.828,31.98133333333333,0.0,27.25250574712644,1
279,279,2000-12-16,배추,1040,3.486666666666667,-1.436,9.193333333333332,23.426666666666662,48.092,6.521333333333334,2.7053333333333334,9.040909090909093,6.542666666666666,3.5230769230769234,2000,12,16,56835.0,42885,0.0,0,63.2,16.455696202531644,39133.5,765.0,4.523908045977011,63.20381609195404,240.49318181818185,2.095908045977011,8.221333333333334,16.213333333333335,-8.628,4.800618921308577,40542.0,7396.0,11.032177777777775,66.6968,278.3577272727273,1.8435555555555565,7.284,21.46933333333333,-0.0533333333333332,12.183931623931626,36104.8,7073.066666666667,16.992311111111107,70.52484444444444,409.10045454545457,1.698666666666667,7.702666666666667,26.610666666666667,0.0,19.37188461538461,25587.43333333333,95.33333333333334,22.457234567901235,78.73279012345681,297.5668181818183,2.221481481481481,7.202666666666667,31.512,0.0,24.4213775971093,27102.666666666664,124.66666666666666,25.65841988304093,76.86739356725144,493.3686363636363,1.877432748538012,8.026666666666667,32.7,0.0,29.12270476190476,24248.7,1028.0,24.064413793103448,77.19954022988506,452.7075757575757,1.8976551724137936,7.828,31.98133333333333,0.0,27.339034482758624,1
280,280,2000-12-17,배추,1040,1.153333333333333,-3.526666666666667,8.433333333333334,26.30666666666667,53.876,3.525333333333333,1.5253333333333334,7.343181818181819,4.113333333333333,1.7897435897435896,2000,12,17,56835.0,42885,0.0,0,63.2,16.455696202531644,39288.3,714.0,4.356275862068966,62.0544827586207,247.9963636363637,2.08864367816092,8.221333333333334,16.213333333333335,-8.628,4.6337754199823165,40388.600000000006,7004.933333333333,10.92071111111111,67.13151111111111,275.53000000000003,1.8870222222222224,7.284,21.46933333333333,-0.0533333333333332,12.032307692307697,36586.1,7515.133333333333,16.7428,70.72506666666666,393.8968181818182,1.647644444444445,7.168,26.610666666666667,0.0,19.13122649572649,25585.6,88.0,22.20153086419753,78.16755555555557,303.649090909091,2.27520987654321,7.702666666666667,31.512,0.0,24.08292231255645,27207.0,132.0,25.64330877192982,76.77437134502922,493.40318181818185,1.8697883040935677,8.026666666666667,32.7,0.0,29.119070073557875,24268.366666666665,942.3333333333331,24.161425287356323,77.63016091954023,443.02893939393937,1.9033103448275863,7.828,31.98133333333333,0.0,27.33829885057471,1
281,281,2000-12-18,배추,1040,3.136,-2.4853333333333336,7.84,46.53333333333333,72.50133333333333,4.173333333333333,1.444,3.0431818181818184,0.852,2.5666666666666664,2000,12,18,56835.0,42885,0.0,0,63.2,16.455696202531644,39443.100000000006,663.0,4.150206896551724,61.42685057471265,249.68545454545452,2.0434022988505745,8.221333333333334,16.213333333333335,-8.628,4.424049513704686,40235.2,6613.866666666667,10.715111111111108,67.22782222222222,269.60545454545456,1.9101333333333332,7.284,21.46933333333333,-0.0533333333333332,11.794358974358977,37067.4,7957.2,16.605866666666667,70.93262222222224,385.1163636363637,1.6551555555555555,7.168,26.610666666666667,0.0,18.97398504273504,25583.766666666663,80.66666666666666,21.926222222222226,77.51807407407411,313.80227272727285,2.292148148148148,7.702666666666667,31.512,0.0,23.799026648599813,27311.33333333333,139.33333333333331,25.5598865497076,76.92877134502922,486.2368181818182,1.8479660818713453,8.026666666666667,32.7,0.0,29.01469283778552,24288.033333333333,856.6666666666666,24.284,77.86179310344828,444.4625757575757,1.9209655172413795,7.828,31.98133333333333,0.0,27.43287356321839,1
282,282,2000-12-19,배추,1050,4.274666666666667,0.6093333333333334,8.218666666666666,40.78666666666667,65.22266666666667,7.1466666666666665,2.7466666666666666,6.682272727272727,3.566666666666667,3.907692307692308,2000,12,19,56835.0,42885,0.0,0,63.2,16.61392405063291,39597.9,612.0,4.105655172413794,61.96257471264369,241.0754545454546,2.018068965517241,8.221333333333334,16.213333333333335,-8.628,4.337577365163572,40081.8,6222.8,10.428844444444444,66.83564444444444,269.2113636363636,1.9239555555555556,7.284,21.46933333333333,-0.0733333333333333,11.46034188034188,37548.7,8399.266666666666,16.454533333333334,70.98813333333332,377.5100000000001,1.670088888888889,7.168,26.610666666666667,0.0,18.79423076923077,25581.93333333333,73.33333333333333,21.71575308641975,76.80439506172841,328.9390909090909,2.268641975308641,7.702666666666667,31.512,0.0,23.64653116531165,27415.666666666664,146.66666666666666,25.408330994152045,77.39277134502922,472.6731818181818,1.8072105263157896,8.026666666666667,32.7,0.0,28.80787766163376,24307.7,771.0,24.42110344827586,77.97149425287357,442.0880303030302,1.9676321839080464,7.828,31.98133333333333,0.0,27.47535632183908,1
283,283,2000-12-20,배추,1010,2.3640000000000003,-0.652,5.833333333333333,54.84,73.24266666666666,6.030666666666667,2.1146666666666665,2.47,0.1413333333333333,2.448717948717949,2000,12,20,56835.0,42885,0.0,0,63.2,15.981012658227847,39752.7,561.0,4.023816091954024,61.91705747126437,239.13318181818187,2.046252873563218,8.221333333333334,16.213333333333335,-8.628,4.249690539345711,39928.4,5831.733333333333,10.177822222222222,66.71026666666667,267.9418181818182,1.9406222222222225,7.284,21.46933333333333,-0.46,11.146752136752138,38030.0,8841.333333333332,16.305466666666668,70.93622222222221,370.19000000000005,1.6705777777777775,7.168,25.898666666666667,0.0,18.61420085470085,25580.1,66.0,21.521679012345675,76.76192592592595,329.6363636363636,2.216543209876543,7.702666666666667,31.512,0.0,23.48958897922312,27520.0,154.0,25.308553216374268,77.29837134502922,477.7249999999999,1.7774771929824564,7.294666666666667,32.7,0.0,28.690492295780107,24327.366666666665,685.3333333333334,24.63466666666667,77.61296551724139,447.6743939393939,2.0331954022988508,8.026666666666667,31.98133333333333,0.0,27.69829885057471,1
284,284,2000-12-21,배추,1010,1.78,-2.797333333333333,7.057333333333332,27.89333333333333,55.90533333333333,5.6946666666666665,2.2466666666666666,9.757272727272728,7.723999999999999,1.907692307692308,2000,12,21,56835.0,42885,0.0,0,63.2,15.981012658227847,39907.5,510.0,3.852505747126437,61.7728735632184,239.54954545454547,2.004229885057471,7.853333333333333,16.213333333333335,-8.628,4.074624226348364,39775.0,5440.666666666666,9.960266666666664,67.23284444444444,257.31545454545454,1.9962666666666669,8.221333333333334,21.46933333333333,-0.46,10.8657264957265,38511.3,9283.4,16.13137777777778,70.44444444444443,372.3954545454546,1.6772444444444443,7.168,25.898666666666667,0.0,18.44566452991453,25578.266666666663,58.66666666666666,21.32014814814814,76.97343209876544,320.9340909090909,2.1863209876543204,7.702666666666667,31.512,0.0,23.267378048780483,27624.33333333333,161.33333333333331,25.3458865497076,76.91659356725145,487.01499999999993,1.75121052631579,6.82,32.7,0.0,28.75769879984514,24347.033333333333,599.6666666666666,24.70947126436782,77.5560459770115,448.9439393939393,2.081701149425288,8.026666666666667,31.98133333333333,0.0,27.75443678160919,1
285,285,2000-12-22,배추,1010,2.953333333333333,-3.569333333333333,9.918666666666669,32.36,61.02133333333334,5.265333333333333,1.9626666666666663,8.694545454545455,6.458666666666667,2.58974358974359,2000,12,22,56835.0,42885,0.0,0,63.2,15.981012658227847,40062.3,459.0,3.833563218390804,61.93747126436781,239.47863636363635,1.956413793103448,7.853333333333333,16.213333333333335,-8.628,4.027851458885942,39621.6,5049.6,9.576355555555557,66.82115555555556,260.0254545454545,2.0503555555555555,8.221333333333334,21.46933333333333,-2.041333333333333,10.48794871794872,38992.6,9725.466666666664,15.946355555555558,69.84173333333334,370.5327272727272,1.7015555555555557,7.168,25.898666666666667,0.0,18.230329059829057,25576.43333333333,51.333333333333336,21.130913580246904,77.30523456790124,309.7213636363637,2.177876543209876,7.702666666666667,31.512,0.0,23.008712737127368,27728.66666666667,168.66666666666669,25.3470865497076,76.71828245614033,488.155,1.7399216374269004,6.82,32.7,0.0,28.780947580332946,24366.7,514.0,24.8176551724138,77.36137931034483,459.2521212121212,2.089885057471265,8.026666666666667,31.98133333333333,0.0,27.885747126436776,1
286,286,2000-12-24,배추,1010,1.149333333333333,-2.518666666666667,5.58,36.14666666666667,60.013333333333335,5.389333333333333,1.868,7.523636363636364,4.510666666666666,1.3794871794871797,2000,12,24,56835.0,42885,0.0,0,63.2,15.981012658227847,38942.4,357.0,3.8476666666666666,61.832047619047614,225.52681818181816,1.992190476190476,7.853333333333333,16.213333333333335,-8.628,3.981043956043956,39314.8,4267.466666666667,8.707288888888888,65.61857777777779,269.25318181818176,2.032533333333333,8.221333333333334,21.069333333333333,-4.457333333333334,9.620769230769232,39955.2,10609.6,15.746622222222223,70.10297777777778,354.8154545454546,1.7209333333333334,7.168,25.898666666666667,0.0,17.903448717948717,25572.766666666663,36.66666666666666,20.826222222222217,76.63822222222223,328.43227272727273,2.1450864197530866,7.702666666666667,31.512,0.0,22.78915537488708,27937.333333333336,183.33333333333331,25.26410877192982,77.33237134502923,462.10590909090905,1.7714771929824562,6.82,32.7,0.0,28.55794920634921,24406.033333333333,342.6666666666667,24.98395402298851,76.82404597701151,478.1248484848485,2.079632183908046,8.026666666666667,31.98133333333333,0.0,28.16675862068965,1
287,287,2000-12-26,배추,1010,-4.918666666666667,-8.496,-0.4933333333333333,33.88,53.224,6.36,2.9573333333333336,9.42090909090909,7.410666666666666,-1.523076923076923,2000,12,26,56835.0,42885,0.0,0,63.2,15.981012658227847,37822.5,255.0,3.497135802469136,61.09693827160493,214.48,2.040543209876543,7.853333333333333,14.76,-8.628,3.6270655270655263,39008.0,3485.333333333333,8.263466666666666,66.02231111111111,264.415,1.9515111111111108,8.221333333333334,20.796,-4.457333333333334,9.11068376068376,40917.8,11493.733333333334,15.454533333333334,69.53275555555555,350.6168181818182,1.7867111111111114,7.168,25.898666666666667,0.0,17.51363247863248,25569.1,22.0,20.389629629629628,75.71046913580247,342.85909090909104,2.0835061728395066,7.702666666666667,31.512,0.0,22.494408310749773,28146.000000000004,198.0,25.15455321637426,78.1516157894737,439.3263636363636,1.821832748538012,6.82,32.7,0.0,28.24038823073946,24445.36666666667,171.33333333333334,25.22763218390805,76.22772413793103,487.4567532467533,2.0492873563218392,8.026666666666667,31.98133333333333,0.0,28.532275862068968,1
