,Unnamed: 0,Unnamed: 0.1,일시,품목,소매일일가격,평균기온(°C),최저기온(°C),최고기온(°C),최소 상대습도(%),평균 상대습도(%),최대 풍속(m/s),평균 풍속(m/s),합계 일사량(MJ/m2),합계 일조시간(hr),평균 지면온도(°C),연도,월,일,수출(kg),수출(달러),수입(kg),수입(달러),소비자물가총지수,인플레이션 반영가,직전 1달 수출(달러),직전 1달 수입(달러),직전 1달 평균기온(°C),직전 1달 평균 상대습도(%),직전 1달 합계 일사량(MJ/m2),직전 1달 평균 풍속(m/s),직전 1달 최대 풍속(m/s),직전 1달 최고기온(°C),직전 1달 최저기온(°C),직전 1달 평균 지면온도(°C),직전 2달 수출(달러),직전 2달 수입(달러),직전 2달 평균기온(°C),직전 2달 평균 상대습도(%),직전 2달 합계 일사량(MJ/m2),직전 2달 평균 풍속(m/s),직전 2달 최대 풍속(m/s),직전 2달 최고기온(°C),직전 2달 최저기온(°C),직전 2달 평균 지면온도(°C),직전 3달 수출(달러),직전 3달 수입(달러),직전 3달 평균기온(°C),직전 3달 평균 상대습도(%),직전 3달 합계 일사량(MJ/m2),직전 3달 평균 풍속(m/s),직전 3달 최대 풍속(m/s),직전 3달 최고기온(°C),직전 3달 최저기온(°C),직전 3달 평균 지면온도(°C),직전 4달 수출(달러),직전 4달 수입(달러),직전 4달 평균기온(°C),직전 4달 평균 상대습도(%),직전 4달 합계 일사량(MJ/m2),직전 4달 평균 풍속(m/s),직전 4달 최대 풍속(m/s),직전 4달 최고기온(°C),직전 4달 최저기온(°C),직전 4달 평균 지면온도(°C),직전 5달 수출(달러),직전 5달 수입(달러),직전 5달 평균기온(°C),직전 5달 평균 상대습도(%),직전 5달 합계 일사량(MJ/m2),직전 5달 평균 풍속(m/s),직전 5달 최대 풍속(m/s),직전 5달 최고기온(°C),직전 5달 최저기온(°C),직전 5달 평균 지면온도(°C),직전 6달 수출(달러),직전 6달 수입(달러),직전 6달 평균기온(°C),직전 6달 평균 상대습도(%),직전 6달 합계 일사량(MJ/m2),직전 6달 평균 풍속(m/s),직전 6달 최대 풍속(m/s),직전 6달 최고기온(°C),직전 6달 최저기온(°C),직전 6달 평균 지면온도(°C),직전 2달 인플레이션 반영가,직전 3달 인플레이션 반영가,직전 4달 인플레이션 반영가,직전 5달 인플레이션 반영가,직전 6달 인플레이션 반영가,가격
253,253,253,2000-12-15,마늘,3500,6.464,-0.0279999999999999,12.12,46.10666666666667,67.21733333333333,6.870666666666666,2.7093333333333334,7.380454545454546,5.096,4.97948717948718,2000,12,15,0.0,0,1171810.0,817363,63.2,55.37974683544304,0.0,824926.6333333333,4.625103448275862,63.28873563218392,237.33318181818183,2.072229885057471,8.221333333333334,16.213333333333335,-8.628,4.96763925729443,0.0,692128.1333333333,11.100666666666664,66.39875555555555,289.50454545454545,1.8302666666666672,7.284,21.46933333333333,-0.0533333333333332,12.342393162393163,0.0,278044.8333333333,17.183310344827582,70.86229885057472,393.7331818181818,1.701241379310345,7.702666666666667,26.610666666666667,0.0,19.53722811671087,0.0,18405.333333333336,22.593666666666667,78.75338095238097,311.08545454545464,2.198142857142857,7.202666666666667,31.512,0.0,24.58803571428572,0.0,3520.0,25.65037061403509,76.76111293859651,275.24954545454545,1.6644364035087718,5.841333333333334,32.7,0.0,29.42100029036005,0.0,11704.333333333334,22.431384615384616,78.89466666666668,176.2698484848485,1.7802051282051286,6.134666666666667,30.91333333333333,0.0,25.505743589743588,55.85443037974686,55.85443037974686,55.27237793851717,54.38093354430379,54.8807205452775,1
254,254,254,2000-12-16,마늘,3500,3.486666666666667,-1.436,9.193333333333332,23.426666666666662,48.092,6.521333333333334,2.7053333333333334,9.040909090909093,6.542666666666666,3.5230769230769234,2000,12,16,0.0,0,1171810.0,817363,63.2,55.37974683544304,0.0,822751.0666666667,4.523908045977011,63.20381609195404,240.49318181818185,2.095908045977011,8.221333333333334,16.213333333333335,-8.628,4.800618921308577,0.0,704034.5,11.032177777777775,66.6968,278.3577272727273,1.8435555555555565,7.284,21.46933333333333,-0.0533333333333332,12.183931623931626,0.0,295559.4666666666,16.992311111111107,70.52484444444444,409.10045454545457,1.698666666666667,7.702666666666667,26.610666666666667,0.0,19.37188461538461,0.0,18185.333333333336,22.457234567901235,78.73279012345681,297.5668181818183,2.221481481481481,7.202666666666667,31.512,0.0,24.4213775971093,0.0,3740.0,25.68725077399381,76.91100825593398,288.7681818181818,1.6587636738906089,5.841333333333334,32.7,0.0,29.40140056022409,0.0,10804.0,22.42588888888889,79.70055555555557,153.9939393939394,1.7876666666666672,6.134666666666667,30.91333333333333,0.0,25.270777777777784,55.85443037974686,55.85443037974686,55.30942334739802,54.37453462397616,54.77320675105485,1
255,255,255,2000-12-17,마늘,3500,1.153333333333333,-3.526666666666667,8.433333333333334,26.30666666666667,53.876,3.525333333333333,1.5253333333333334,7.343181818181819,4.113333333333333,1.7897435897435896,2000,12,17,0.0,0,1171810.0,817363,63.2,55.37974683544304,0.0,820575.5,4.356275862068966,62.0544827586207,247.9963636363637,2.08864367816092,8.221333333333334,16.213333333333335,-8.628,4.6337754199823165,0.0,715940.8666666667,10.92071111111111,67.13151111111111,275.53000000000003,1.8870222222222224,7.284,21.46933333333333,-0.0533333333333332,12.032307692307697,0.0,311979.43333333335,16.7428,70.72506666666666,393.8968181818182,1.647644444444445,7.168,26.610666666666667,0.0,19.13122649572649,0.0,19060.0,22.20153086419753,78.16755555555557,303.649090909091,2.27520987654321,7.702666666666667,31.512,0.0,24.08292231255645,0.0,3960.0,25.709144249512672,76.95128557504876,302.255,1.6606101364522416,5.841333333333334,32.7,0.0,29.394005678152023,0.0,9903.666666666666,22.308121212121208,80.7698181818182,130.8630303030303,1.7904242424242427,6.134666666666667,30.054666666666662,0.0,24.895515151515145,55.85443037974686,55.85443037974686,55.36802625410219,54.36884669479605,54.64614499424625,1
256,256,256,2000-12-18,마늘,3500,3.136,-2.4853333333333336,7.84,46.53333333333333,72.50133333333333,4.173333333333333,1.444,3.0431818181818184,0.852,2.5666666666666664,2000,12,18,0.0,0,1171810.0,817363,63.2,55.37974683544304,0.0,818399.9333333333,4.150206896551724,61.42685057471265,249.6854545454545,2.0434022988505745,8.221333333333334,16.213333333333335,-8.628,4.424049513704686,0.0,727847.2333333334,10.715111111111108,67.22782222222222,269.60545454545456,1.9101333333333328,7.284,21.46933333333333,-0.0533333333333332,11.794358974358977,0.0,328399.4,16.605866666666667,70.93262222222224,385.1163636363637,1.6551555555555555,7.168,26.610666666666667,0.0,18.97398504273504,0.0,19934.666666666668,21.926222222222226,77.51807407407408,313.8022727272728,2.292148148148148,7.702666666666667,31.512,0.0,23.799026648599813,0.0,4180.0,25.663329639889195,77.13791966759004,312.46090909090907,1.6501218836565097,5.841333333333334,32.7,0.0,29.288672901766613,0.0,9003.333333333332,22.160266666666665,81.932,114.92439393939397,1.8090666666666668,6.134666666666667,29.53333333333333,0.0,24.60693333333333,55.85443037974686,55.85443037974686,55.42662916080638,54.36375749500331,54.572784810126585,1
257,257,257,2000-12-19,마늘,3460,4.274666666666667,0.6093333333333334,8.218666666666666,40.78666666666667,65.22266666666667,7.1466666666666665,2.7466666666666666,6.682272727272727,3.566666666666667,3.907692307692308,2000,12,19,0.0,0,1171810.0,817363,63.2,54.74683544303797,0.0,816224.3666666667,4.105655172413794,61.96257471264369,241.0754545454546,2.018068965517241,8.221333333333334,16.213333333333335,-8.628,4.337577365163572,0.0,739753.6,10.428844444444444,66.83564444444444,269.2113636363636,1.923955555555556,7.284,21.46933333333333,-0.0733333333333333,11.46034188034188,0.0,344819.36666666664,16.454533333333334,70.98813333333332,377.5100000000001,1.670088888888889,7.168,26.610666666666667,0.0,18.79423076923077,0.0,20809.33333333333,21.71575308641975,76.80439506172841,328.93909090909096,2.268641975308641,7.702666666666667,31.512,0.0,23.64653116531165,0.0,4400.0,25.542096491228072,77.59775701754387,316.97772727272724,1.6651491228070174,5.88,32.7,0.0,29.054483159117307,0.0,8103.0,21.97703703703704,83.34296296296296,94.46939393939394,1.807851851851852,6.134666666666667,28.048,0.0,24.054666666666662,55.85443037974686,55.85443037974686,55.47351148616971,54.37499999999999,54.55344585091421,1
258,258,258,2000-12-20,마늘,3460,2.3640000000000003,-0.652,5.833333333333333,54.84,73.24266666666666,6.030666666666667,2.1146666666666665,2.47,0.1413333333333333,2.448717948717949,2000,12,20,0.0,0,1171810.0,817363,63.2,54.74683544303797,0.0,814048.8,4.023816091954024,61.91705747126437,239.13318181818187,2.046252873563218,8.221333333333334,16.213333333333335,-8.628,4.249690539345711,0.0,751659.9666666667,10.177822222222222,66.71026666666667,267.9418181818182,1.9406222222222225,7.284,21.46933333333333,-0.46,11.146752136752138,0.0,361239.3333333333,16.305466666666668,70.93622222222221,370.19000000000005,1.6705777777777775,7.168,25.898666666666667,0.0,18.61420085470085,0.0,21684.0,21.521679012345675,76.76192592592594,329.6363636363637,2.216543209876543,7.702666666666667,31.512,0.0,23.48958897922312,0.0,4620.0,25.463456975772765,77.37919715956559,333.4945454545454,1.7202055137844612,6.82,32.7,0.0,28.88533820032078,0.0,7202.666666666667,22.137833333333333,82.98116666666665,88.59075757575758,1.8073333333333328,6.134666666666667,28.048,0.0,24.241666666666664,55.85443037974686,55.85443037974686,55.52039381153305,54.38517179023508,54.5490506329114,1
259,259,259,2000-12-21,마늘,3460,1.78,-2.797333333333333,7.057333333333332,27.89333333333333,55.90533333333333,5.6946666666666665,2.2466666666666666,9.757272727272728,7.723999999999999,1.907692307692308,2000,12,21,0.0,0,1171810.0,817363,63.2,54.74683544303797,0.0,811873.2333333334,3.852505747126437,61.7728735632184,239.54954545454547,2.004229885057471,7.853333333333333,16.213333333333335,-8.628,4.074624226348364,0.0,763566.3333333333,9.960266666666664,67.23284444444444,257.31545454545454,1.9962666666666669,8.221333333333334,21.46933333333333,-0.46,10.8657264957265,0.0,377659.3,16.13137777777778,70.44444444444443,372.3954545454546,1.6772444444444443,7.168,25.898666666666667,0.0,18.44566452991453,0.0,22558.666666666664,21.320148148148142,76.97343209876544,320.93409090909086,2.1863209876543213,7.702666666666667,31.512,0.0,23.267378048780483,0.0,4840.0,25.4206937799043,77.07965789473685,352.6713636363636,1.7456507177033491,6.82,32.7,0.0,28.800195333122165,0.0,6302.333333333333,22.267047619047617,82.85085714285715,79.97348484848484,1.8281904761904764,6.134666666666667,28.048,0.0,24.366476190476188,55.85443037974686,55.85443037974686,55.56727613689639,54.39441887226697,54.543399638336346,1
260,260,260,2000-12-22,마늘,3460,2.953333333333333,-3.569333333333333,9.918666666666669,32.36,61.02133333333334,5.265333333333333,1.9626666666666663,8.694545454545455,6.458666666666667,2.58974358974359,2000,12,22,0.0,0,1171810.0,817363,63.2,54.74683544303797,0.0,809697.6666666666,3.833563218390804,61.93747126436781,239.47863636363635,1.956413793103448,7.853333333333333,16.213333333333335,-8.628,4.027851458885942,0.0,775472.7,9.576355555555557,66.82115555555556,260.0254545454545,2.0503555555555555,8.221333333333334,21.46933333333333,-2.041333333333333,10.48794871794872,0.0,394079.2666666666,15.946355555555558,69.84173333333334,370.5327272727272,1.7015555555555557,7.168,25.898666666666667,0.0,18.230329059829057,0.0,23433.33333333333,21.13091358024691,77.30523456790124,309.72136363636366,2.177876543209876,7.702666666666667,31.512,0.0,23.008712737127368,0.0,5060.0,25.380953470633106,76.88512204424106,372.865,1.7353760488176964,6.82,32.7,0.0,28.76720698884008,0.0,5402.0,22.42266666666666,82.62599999999999,71.2280303030303,1.8644444444444448,6.134666666666667,28.048,0.0,24.50488888888889,55.85443037974686,55.85443037974686,55.61415846225973,54.402861860209136,54.53586497890296,1
261,261,261,2000-12-24,마늘,3460,1.149333333333333,-2.518666666666667,5.58,36.14666666666667,60.013333333333335,5.389333333333333,1.868,7.523636363636364,4.510666666666666,1.3794871794871797,2000,12,24,0.0,0,1171810.0,817363,63.2,54.74683544303797,0.0,778101.1,3.8476666666666666,61.832047619047614,225.52681818181816,1.992190476190476,7.853333333333333,16.213333333333335,-8.628,3.981043956043956,0.0,799285.4333333333,8.707288888888888,65.61857777777779,269.25318181818176,2.032533333333333,8.221333333333334,21.069333333333333,-4.457333333333334,9.620769230769232,0.0,426919.2,15.746622222222223,70.10297777777778,354.8154545454546,1.7209333333333334,7.168,25.898666666666667,0.0,17.903448717948717,0.0,25182.666666666664,20.82622222222222,76.63822222222223,328.4322727272728,2.1450864197530866,7.702666666666667,31.512,0.0,22.78915537488708,0.0,5500.0,25.21778385964912,77.62071228070177,383.29,1.7467859649122806,6.82,32.7,0.0,28.452952380952382,0.0,3601.333333333333,22.546666666666667,81.609,53.626666666666665,2.02,6.134666666666667,28.048,0.0,24.702666666666666,55.85443037974686,55.85443037974686,55.7079231129864,54.41772151898735,54.50949367088607,1
262,262,262,2000-12-26,마늘,3460,-4.918666666666667,-8.496,-0.4933333333333333,33.88,53.224,6.36,2.9573333333333336,9.42090909090909,7.410666666666666,-1.523076923076923,2000,12,26,0.0,0,1171810.0,817363,63.2,54.74683544303797,0.0,746504.5333333333,3.497135802469136,61.09693827160493,214.48,2.040543209876543,7.853333333333333,14.76,-8.628,3.6270655270655263,0.0,823098.1666666666,8.263466666666666,66.02231111111111,264.415,1.9515111111111108,8.221333333333334,20.796,-4.457333333333334,9.11068376068376,0.0,459759.13333333336,15.454533333333334,69.53275555555555,350.6168181818182,1.7867111111111114,7.168,25.898666666666667,0.0,17.51363247863248,0.0,26932.0,20.389629629629628,75.71046913580247,342.8590909090909,2.0835061728395066,7.702666666666667,31.512,0.0,22.494408310749773,0.0,5940.0,25.13967641325535,78.23167186484733,396.47045454545446,1.7905302144249509,6.82,32.7,0.0,28.19248075020433,0.0,1800.6666666666667,22.82,80.99133333333333,26.998571428571427,2.018,5.217333333333333,27.448,0.0,25.005333333333333,55.85443037974686,55.85443037974686,55.76652601969058,54.46554149085794,54.43037974683544,1
